ZIP code,State,City,Average annual cost,Percent difference from national average
02908,Rhode Island,Providence,1594,-16
02909,Rhode Island,Providence,1595,-16
02910,Rhode Island,Cranston,1521,-20
02911,Rhode Island,North Providence,1484,-22
02912,Rhode Island,Providence,1571,-17
02914,Rhode Island,East Providence,1485,-22
02915,Rhode Island,Riverside,1543,-19
02916,Rhode Island,Rumford,1505,-21
02917,Rhode Island,Smithfield,1432,-25
02918,Rhode Island,Providence,1502,-21
02919,Rhode Island,Johnston,1503,-21
02920,Rhode Island,Cranston,1517,-20
02921,Rhode Island,Cranston,1519,-20
03031,New Hampshire,0,909,-52
03032,New Hampshire,0,997,-47
03033,New Hampshire,0,911,-52
03034,New Hampshire,0,1014,-47
03036,New Hampshire,0,1020,-46
03037,New Hampshire,0,1014,-47
03038,New Hampshire,Derry,1006,-47
03040,New Hampshire,East Candia,1013,-47
03041,New Hampshire,East Derry,1020,-46
03042,New Hampshire,Epping,1025,-46
03043,New Hampshire,0,903,-52
03044,New Hampshire,0,1028,-46
03045,New Hampshire,Goffstown,930,-51
03046,New Hampshire,0,940,-51
03047,New Hampshire,0,909,-52
03048,New Hampshire,Greenville,917,-52
03049,New Hampshire,0,915,-52
03051,New Hampshire,Hudson,925,-51
03052,New Hampshire,0,926,-51
03053,New Hampshire,Londonderry,1007,-47
03054,New Hampshire,East Merrimack,910,-52
03055,New Hampshire,Milford,908,-52
03057,New Hampshire,0,919,-52
03060,New Hampshire,Nashua,926,-51
03062,New Hampshire,Nashua,921,-52
03063,New Hampshire,Nashua,917,-52
03064,New Hampshire,Nashua,924,-51
03070,New Hampshire,0,921,-52
03071,New Hampshire,0,913,-52
03073,New Hampshire,North Salem,995,-48
03076,New Hampshire,0,934,-51
03077,New Hampshire,Raymond,1009,-47
03079,New Hampshire,0,1023,-46
03082,New Hampshire,0,906,-52
03084,New Hampshire,0,911,-52
03086,New Hampshire,0,910,-52
03087,New Hampshire,0,994,-48
03101,New Hampshire,Manchester,991,-48
03102,New Hampshire,Manchester,986,-48
03103,New Hampshire,Manchester,977,-49
03104,New Hampshire,Manchester,972,-49
03106,New Hampshire,South Hooksett,971,-49
03109,New Hampshire,Manchester,986,-48
03110,New Hampshire,0,924,-51
03215,New Hampshire,Waterville Valley,965,-49
03216,New Hampshire,0,970,-49
03217,New Hampshire,Ashland,974,-49
03218,New Hampshire,Barnstead,990,-48
03220,New Hampshire,Belmont,969,-49
03221,New Hampshire,0,932,-51
03222,New Hampshire,Bristol,982,-48
03223,New Hampshire,0,968,-49
03224,New Hampshire,0,974,-49
03225,New Hampshire,Center Barnstead,989,-48
03226,New Hampshire,0,983,-48
03227,New Hampshire,Center Sandwich,953,-50
03229,New Hampshire,Contoocook,950,-50
03230,New Hampshire,0,965,-49
03231,New Hampshire,East Andover,966,-49
03233,New Hampshire,Elkins,956,-50
03234,New Hampshire,0,968,-49
03235,New Hampshire,Franklin,968,-49
03237,New Hampshire,0,985,-48
03238,New Hampshire,Glencliff,945,-50
03240,New Hampshire,0,980,-48
03241,New Hampshire,East Hebron,966,-49
03242,New Hampshire,Henniker,946,-50
03243,New Hampshire,0,968,-49
03244,New Hampshire,Hillsborough,904,-52
03245,New Hampshire,0,972,-49
03246,New Hampshire,Laconia,976,-49
03249,New Hampshire,0,984,-48
03251,New Hampshire,Lincoln,961,-49
03252,New Hampshire,Lochmere,965,-49
03253,New Hampshire,Meredith,963,-49
03254,New Hampshire,0,972,-49
03255,New Hampshire,0,948,-50
03256,New Hampshire,0,975,-49
03257,New Hampshire,0,965,-49
03258,New Hampshire,0,964,-49
03259,New Hampshire,North Sandwich,949,-50
03260,New Hampshire,North Sutton,950,-50
03261,New Hampshire,0,1004,-47
03262,New Hampshire,North Woodstock,968,-49
03263,New Hampshire,0,974,-49
03264,New Hampshire,Plymouth,962,-49
03266,New Hampshire,0,977,-49
03268,New Hampshire,0,957,-50
03269,New Hampshire,0,990,-48
03272,New Hampshire,South Newbury,958,-50
03273,New Hampshire,South Sutton,957,-50
03274,New Hampshire,Stinson Lake,954,-50
03275,New Hampshire,Suncook,976,-49
03276,New Hampshire,Tilton Northfield,963,-49
03278,New Hampshire,0,949,-50
03279,New Hampshire,0,957,-50
03280,New Hampshire,0,942,-50
03281,New Hampshire,0,913,-52
03282,New Hampshire,0,955,-50
03284,New Hampshire,0,969,-49
03285,New Hampshire,0,967,-49
03287,New Hampshire,0,958,-50
03289,New Hampshire,Winnisquam,976,-49
03290,New Hampshire,0,1007,-47
03291,New Hampshire,West Nottingham,998,-47
03301,New Hampshire,Concord,964,-49
03303,New Hampshire,Concord,940,-51
03304,New Hampshire,0,973,-49
03307,New Hampshire,0,962,-49
03431,New Hampshire,Keene,920,-52
03435,New Hampshire,Keene,932,-51
03440,New Hampshire,Antrim,900,-53
03441,New Hampshire,Ashuelot,957,-50
03442,New Hampshire,0,907,-52
03443,New Hampshire,Chesterfield,955,-50
03444,New Hampshire,0,961,-49
03445,New Hampshire,0,952,-50
03446,New Hampshire,West Swanzey,954,-50
03447,New Hampshire,0,959,-49
03448,New Hampshire,0,949,-50
03449,New Hampshire,0,914,-52
03450,New Hampshire,0,964,-49
03451,New Hampshire,0,950,-50
03452,New Hampshire,Jaffrey,957,-50
03455,New Hampshire,0,961,-49
03456,New Hampshire,0,942,-50
03457,New Hampshire,Munsonville,947,-50
03458,New Hampshire,Peterborough,907,-52
03461,New Hampshire,0,966,-49
03462,New Hampshire,Spofford,949,-50
03464,New Hampshire,0,943,-50
03465,New Hampshire,Troy,960,-49
03466,New Hampshire,West Chesterfield,956,-50
03467,New Hampshire,0,952,-50
03468,New Hampshire,West Peterborough,916,-52
03470,New Hampshire,Winchester,962,-49
03561,New Hampshire,Littleton,986,-48
03570,New Hampshire,Berlin,966,-49
03574,New Hampshire,0,992,-48
03575,New Hampshire,Bretton Woods,972,-49
03576,New Hampshire,Colebrook,963,-49
03579,New Hampshire,0,971,-49
03580,New Hampshire,0,968,-49
03581,New Hampshire,0,970,-49
03582,New Hampshire,Groveton,980,-48
03583,New Hampshire,0,975,-49
03584,New Hampshire,Lancaster,985,-48
03585,New Hampshire,Lisbon,974,-49
03586,New Hampshire,Sugar Hill,975,-49
03588,New Hampshire,0,977,-49
03589,New Hampshire,Mount Washington,960,-49
03590,New Hampshire,North Stratford,990,-48
03592,New Hampshire,0,984,-48
03593,New Hampshire,Randolph,976,-49
03595,New Hampshire,Twin Mountain,977,-49
03597,New Hampshire,West Stewartstown,977,-49
03598,New Hampshire,0,984,-48
03601,New Hampshire,0,959,-49
03602,New Hampshire,0,944,-50
03603,New Hampshire,Charlestown,952,-50
03604,New Hampshire,Drewsville,950,-50
03605,New Hampshire,0,959,-49
03607,New Hampshire,South Acworth,960,-49
03608,New Hampshire,0,948,-50
03609,New Hampshire,North Walpole,947,-50
03740,New Hampshire,0,967,-49
03741,New Hampshire,0,979,-48
03743,New Hampshire,Claremont,946,-50
03745,New Hampshire,0,957,-50
03746,New Hampshire,Cornish Flat,954,-50
03748,New Hampshire,Enfield,963,-49
03749,New Hampshire,Enfield Center,959,-49
03750,New Hampshire,Etna,964,-49
03751,New Hampshire,Georges Mills,959,-49
03752,New Hampshire,0,968,-49
03753,New Hampshire,0,967,-49
03754,New Hampshire,Guild,958,-50
03755,New Hampshire,Hanover,948,-50
03756,New Hampshire,Lebanon,955,-50
03765,New Hampshire,Haverhill,957,-50
03766,New Hampshire,Lebanon,952,-50
03768,New Hampshire,0,957,-50
03769,New Hampshire,Lyme Center,965,-49
03770,New Hampshire,Meriden,956,-50
03771,New Hampshire,Monroe,961,-49
03773,New Hampshire,Newport,960,-49
03774,New Hampshire,North Haverhill,966,-49
03777,New Hampshire,0,981,-48
03779,New Hampshire,Piermont,977,-49
03780,New Hampshire,Pike,960,-49
03781,New Hampshire,0,963,-49
03782,New Hampshire,0,963,-49
03784,New Hampshire,West Lebanon,958,-50
03785,New Hampshire,Woodsville,967,-49
03801,New Hampshire,Portsmouth,1048,-45
03809,New Hampshire,0,998,-47
03810,New Hampshire,Alton Bay,985,-48
03811,New Hampshire,0,1023,-46
03812,New Hampshire,0,968,-49
03813,New Hampshire,Center Conway,972,-49
03814,New Hampshire,Center Ossipee,973,-49
03815,New Hampshire,Center Strafford,1001,-47
03816,New Hampshire,Center Tuftonboro,975,-49
03817,New Hampshire,Chocorua,959,-49
03818,New Hampshire,Conway,964,-49
03819,New Hampshire,0,1031,-46
03820,New Hampshire,Dover,999,-47
03823,New Hampshire,0,1016,-46
03824,New Hampshire,Durham,1002,-47
03825,New Hampshire,0,1001,-47
03826,New Hampshire,East Hampstead,1027,-46
03827,New Hampshire,0,1041,-45
03830,New Hampshire,East Wakefield,977,-49
03832,New Hampshire,Eaton Center,968,-49
03833,New Hampshire,Exeter,1030,-46
03835,New Hampshire,Farmington,992,-48
03836,New Hampshire,0,969,-49
03837,New Hampshire,Gilmanton Iron Works,985,-48
03838,New Hampshire,Glen,958,-50
03839,New Hampshire,Rochester,988,-48
03840,New Hampshire,0,1049,-45
03841,New Hampshire,0,1026,-46
03842,New Hampshire,Hampton,1134,-40
03844,New Hampshire,0,1068,-44
03845,New Hampshire,Intervale,961,-49
03846,New Hampshire,0,970,-49
03847,New Hampshire,Kearsarge,953,-50
03848,New Hampshire,0,1029,-46
03849,New Hampshire,0,969,-49
03850,New Hampshire,Melvin Village,971,-49
03851,New Hampshire,0,987,-48
03852,New Hampshire,Milton Mills,992,-48
03853,New Hampshire,Mirror Lake,979,-48
03854,New Hampshire,0,1108,-42
03855,New Hampshire,0,1000,-47
03856,New Hampshire,0,1031,-46
03857,New Hampshire,Newmarket,1033,-46
03858,New Hampshire,0,1035,-45
03859,New Hampshire,Newton Junction,1019,-46
03860,New Hampshire,North Conway,955,-50
03861,New Hampshire,0,1020,-46
03862,New Hampshire,0,1138,-40
03864,New Hampshire,0,970,-49
03865,New Hampshire,0,1026,-46
03867,New Hampshire,Rochester,986,-48
03868,New Hampshire,Rochester,1006,-47
03869,New Hampshire,0,1012,-47
03870,New Hampshire,Rye,1273,-33
03871,New Hampshire,Rye Beach,1106,-42
03872,New Hampshire,Sanbornville,984,-48
03873,New Hampshire,0,1022,-46
03874,New Hampshire,Seabrook Beach,1265,-33
03875,New Hampshire,Silver Lake,967,-49
03878,New Hampshire,Somersworth,1020,-46
03882,New Hampshire,0,975,-49
03883,New Hampshire,South Tamworth,955,-50
03884,New Hampshire,0,993,-48
03885,New Hampshire,0,1044,-45
03886,New Hampshire,0,968,-49
03887,New Hampshire,0,994,-48
03890,New Hampshire,West Ossipee,962,-49
03894,New Hampshire,Wolfeboro,969,-49
03896,New Hampshire,Wolfeboro Falls,964,-49
03897,New Hampshire,Wonalancet,958,-50
03901,Maine,Berwick,1100,-42
03902,Maine,Cape Neddick,1105,-42
03903,Maine,South Eliot,1089,-43
03904,Maine,Kittery,1092,-42
03905,Maine,Kittery Point,1131,-40
03906,Maine,North Berwick,1084,-43
03907,Maine,Ogunquit,1110,-42
03908,Maine,South Berwick,1076,-43
03909,Maine,York,1116,-41
03910,Maine,York Beach,1095,-42
04001,Maine,Acton,1106,-42
04002,Maine,Alfred,1085,-43
04003,Maine,Bailey Island,1144,-40
04004,Maine,Bar Mills,1091,-43
04005,Maine,Biddeford,1072,-44
04006,Maine,Biddeford Pool,1063,-44
04008,Maine,Bowdoinham,1088,-43
04009,Maine,Bridgton,1093,-42
04010,Maine,Brownfield,1190,-37
04011,Maine,Brunswick,1117,-41
04013,Maine,Bustins Island,1097,-42
04014,Maine,Cape Porpoise,1091,-43
04015,Maine,Casco,1108,-42
04016,Maine,Center Lovell,1163,-39
04017,Maine,Chebeague Island,1123,-41
04019,Maine,Cliff Island,1146,-40
04020,Maine,Cornish,1142,-40
04021,Maine,Cumberland Center,1052,-45
04022,Maine,Denmark,1211,-36
04024,Maine,East Baldwin,1079,-43
04027,Maine,Lebanon,1094,-42
04028,Maine,East Parsonsfield,1094,-42
04029,Maine,Sebago,1099,-42
04030,Maine,East Waterboro,1096,-42
04032,Maine,Freeport,1083,-43
04037,Maine,Fryeburg,1153,-39
04038,Maine,Gorham,1023,-46
04039,Maine,Gray,1086,-43
04040,Maine,Harrison,1089,-43
04041,Maine,Hiram,1196,-37
04042,Maine,Hollis Center,1110,-42
04043,Maine,Kennebunk,1082,-43
04046,Maine,Kennebunkport,1109,-42
04047,Maine,Parsonsfield,1159,-39
04048,Maine,Limerick,1116,-41
04049,Maine,Limington,1114,-41
04050,Maine,Long Island,1152,-39
04051,Maine,Lovell,1184,-38
04054,Maine,Moody,1095,-42
04055,Maine,Naples,1121,-41
04057,Maine,North Bridgton,1028,-46
04061,Maine,Lake Arrowhead,1134,-40
04062,Maine,Windham,1034,-46
04063,Maine,Ocean Park,1084,-43
04064,Maine,Old Orchard Beach,1080,-43
04066,Maine,Orrs Island,1162,-39
04068,Maine,Porter,1198,-37
04069,Maine,Pownal,1092,-42
04071,Maine,Raymond,1131,-40
04072,Maine,Saco,1093,-42
04073,Maine,Sanford,1053,-45
04074,Maine,Scarborough,1037,-45
04076,Maine,Shapleigh,1108,-42
04077,Maine,South Casco,1140,-40
04078,Maine,South Freeport,1137,-40
04079,Maine,Harpswell,1171,-38
04082,Maine,South Windham,1054,-44
04083,Maine,Springvale,1058,-44
04084,Maine,Standish,1037,-45
04085,Maine,Steep Falls,1104,-42
04086,Maine,Topsham,1075,-43
04087,Maine,Waterboro,1065,-44
04088,Maine,Waterford,1222,-36
04090,Maine,Wells,1100,-42
04091,Maine,West Baldwin,1129,-41
04092,Maine,Westbrook,1026,-46
04093,Maine,Buxton,1098,-42
04095,Maine,West Newfield,1120,-41
04096,Maine,Yarmouth,1088,-43
04097,Maine,North Yarmouth,1079,-43
04101,Maine,Portland,1059,-44
04102,Maine,Portland,1078,-43
04103,Maine,Portland,1084,-43
04105,Maine,Falmouth,1034,-46
04106,Maine,South Portland,1027,-46
04107,Maine,Cape Elizabeth,1078,-43
04108,Maine,Peaks Island,1123,-41
04109,Maine,Portland,1116,-41
04110,Maine,Cumberland Foreside,1115,-41
04210,Maine,Auburn,1070,-44
04216,Maine,Andover,1144,-40
04217,Maine,Bethel,1185,-38
04219,Maine,Bryant Pond,1200,-37
04220,Maine,Buckfield,1143,-40
04221,Maine,Canton,1177,-38
04222,Maine,Durham,1118,-41
04223,Maine,Danville,1104,-42
04224,Maine,Dixfield,1163,-39
04225,Maine,Dryden,1164,-39
04226,Maine,East Andover,1119,-41
04227,Maine,East Dixfield,1167,-39
04228,Maine,East Livermore,1119,-41
04230,Maine,East Poland,1106,-42
04231,Maine,Stoneham,1202,-37
04234,Maine,East Wilton,1136,-40
04236,Maine,Greene,1135,-40
04237,Maine,Hanover,1164,-39
04238,Maine,Hebron,1149,-39
04239,Maine,Jay,1165,-39
04240,Maine,Lewiston,1079,-43
04250,Maine,Lisbon,1096,-42
04252,Maine,Lisbon Falls,1085,-43
04253,Maine,Livermore,1128,-41
04254,Maine,Livermore Falls,1115,-41
04255,Maine,Greenwood,1185,-38
04256,Maine,Mechanic Falls,1101,-42
04257,Maine,Mexico,1136,-40
04258,Maine,Minot,1121,-41
04259,Maine,Monmouth,1138,-40
04260,Maine,New Gloucester,1095,-42
04261,Maine,Newry,1175,-38
04262,Maine,North Jay,1139,-40
04263,Maine,Leeds,1143,-40
04265,Maine,North Monmouth,1091,-43
04266,Maine,North Turner,1116,-41
04267,Maine,North Waterford,1190,-37
04268,Maine,Norway,1129,-41
04270,Maine,Oxford,1151,-39
04274,Maine,Poland,1100,-42
04275,Maine,Roxbury,1167,-39
04276,Maine,Rumford,1134,-40
04280,Maine,Sabattus,1142,-40
04281,Maine,South Paris,1128,-41
04282,Maine,Turner,1144,-40
04284,Maine,Wayne,1110,-42
04285,Maine,Weld,1172,-38
04286,Maine,West Bethel,1143,-40
04287,Maine,Bowdoin,1114,-41
04288,Maine,West Minot,1114,-41
04289,Maine,West Paris,1145,-40
04290,Maine,Peru,1158,-39
04291,Maine,West Poland,1112,-41
04292,Maine,Sumner,1177,-38
04294,Maine,Wilton,1164,-39
04330,Maine,Augusta,1056,-44
04341,Maine,Coopers Mills,1044,-45
04342,Maine,Dresden,1105,-42
04343,Maine,East Winthrop,1065,-44
04344,Maine,Farmingdale,1069,-44
04345,Maine,Gardiner,1071,-44
04346,Maine,Randolph,1070,-44
04347,Maine,Hallowell,1055,-44
04348,Maine,Jefferson,1064,-44
04349,Maine,Kents Hill,1087,-43
04350,Maine,Litchfield,1105,-42
04351,Maine,Manchester,1088,-43
04352,Maine,Mount Vernon,1139,-40
04353,Maine,Whitefield,1076,-43
04354,Maine,Palermo,1057,-44
04355,Maine,Readfield,1132,-40
04357,Maine,Richmond,1069,-44
04358,Maine,South China,1159,-39
04359,Maine,South Gardiner,1119,-41
04360,Maine,Vienna,1142,-40
04363,Maine,Windsor,1121,-41
04364,Maine,Winthrop,1085,-43
04401,Maine,Bangor,1064,-44
04406,Maine,Abbot,1187,-37
04408,Maine,Aurora,1007,-47
04410,Maine,Bradford,1131,-40
04411,Maine,Bradley,1077,-43
04412,Maine,Brewer,1075,-43
04413,Maine,Brookton,1130,-40
04414,Maine,Brownville,1169,-38
04415,Maine,Brownville Junction,1149,-39
04416,Maine,Bucksport,1086,-43
04417,Maine,Burlington,1060,-44
04418,Maine,Greenbush,1070,-44
04419,Maine,Carmel,1138,-40
04421,Maine,Castine,1025,-46
04422,Maine,Charleston,1097,-42
04424,Maine,Danforth,1137,-40
04426,Maine,Dover-Foxcroft,1153,-39
04427,Maine,Corinth,1143,-40
04428,Maine,Eddington,1083,-43
04429,Maine,Holden,1151,-39
04430,Maine,East Millinocket,1080,-43
04431,Maine,East Orland,1049,-45
04434,Maine,Etna,1131,-40
04435,Maine,Exeter,1150,-39
04438,Maine,Frankfort,1101,-42
04441,Maine,Greenville,1135,-40
04442,Maine,Greenville Junction,1198,-37
04443,Maine,Guilford,1153,-39
04444,Maine,Hampden,1098,-42
04448,Maine,Howland,1086,-43
04449,Maine,Hudson,1135,-40
04450,Maine,Kenduskeag,1138,-40
04451,Maine,Kingman,1095,-42
04453,Maine,Lagrange,1088,-43
04454,Maine,Lambert Lake,1148,-40
04455,Maine,Lee,1124,-41
04456,Maine,Levant,1140,-40
04457,Maine,Lincoln,1114,-41
04459,Maine,Mattawamkeag,1101,-42
04460,Maine,Medway,1133,-40
04461,Maine,Milford,1075,-43
04462,Maine,Millinocket,1107,-42
04463,Maine,Milo,1125,-41
04464,Maine,Monson,1182,-38
04468,Maine,Old Town,1112,-41
04469,Maine,Orono,1054,-44
04471,Maine,Orient,1107,-42
04472,Maine,Orland,1070,-44
04473,Maine,Orono,1083,-43
04474,Maine,Orrington,1137,-40
04475,Maine,Passadumkeag,1054,-44
04476,Maine,Penobscot,1069,-44
04478,Maine,Rockwood,1219,-36
04479,Maine,Sangerville,1167,-39
04481,Maine,Sebec,1163,-39
04485,Maine,Shirley Mills,1179,-38
04487,Maine,Springfield,1132,-40
04488,Maine,Stetson,1133,-40
04489,Maine,Stillwater,1058,-44
04490,Maine,Topsfield,1130,-40
04491,Maine,Vanceboro,1142,-40
04492,Maine,Waite,1173,-38
04493,Maine,West Enfield,1100,-42
04495,Maine,Winn,1092,-42
04496,Maine,Winterport,1095,-42
04497,Maine,Wytopitlock,1102,-42
04530,Maine,Bath,1068,-44
04535,Maine,Alna,1070,-44
04537,Maine,Boothbay,1077,-43
04538,Maine,Boothbay Harbor,1076,-43
04539,Maine,Bristol,1101,-42
04541,Maine,Chamberlain,1090,-43
04543,Maine,Damariscotta,1054,-44
04544,Maine,East Boothbay,1098,-42
04547,Maine,Friendship,1070,-44
04548,Maine,Georgetown,1131,-40
04549,Maine,Isle of Springs,1075,-43
04551,Maine,Bremen,1098,-42
04553,Maine,Newcastle,1054,-44
04554,Maine,New Harbor,1193,-37
04555,Maine,Nobleboro,1075,-43
04556,Maine,Edgecomb,1100,-42
04558,Maine,Pemaquid,1174,-38
04562,Maine,Phippsburg,1085,-43
04563,Maine,Cushing,1084,-43
04564,Maine,Round Pond,1109,-42
04565,Maine,Sebasco Estates,1071,-44
04568,Maine,South Bristol,1142,-40
04570,Maine,Squirrel Island,1063,-44
04571,Maine,Trevett,1052,-45
04572,Maine,Waldoboro,1038,-45
04573,Maine,Walpole,1137,-40
04574,Maine,Washington,1048,-45
04575,Maine,West Boothbay Harbor,1058,-44
04576,Maine,Southport,1082,-43
04578,Maine,Wiscasset,1035,-45
04579,Maine,Woolwich,1075,-43
04605,Maine,Ellsworth,1033,-46
04606,Maine,Addison,1067,-44
04607,Maine,Gouldsboro,1069,-44
04609,Maine,Bar Harbor,1022,-46
04611,Maine,Beals,1039,-45
04612,Maine,Bernard,1044,-45
04613,Maine,Birch Harbor,1037,-45
04614,Maine,Blue Hill,1027,-46
04616,Maine,Brooklin,1125,-41
04617,Maine,Brooksville,1037,-45
04619,Maine,Calais,1147,-40
04622,Maine,Cherryfield,1121,-41
04623,Maine,Columbia Falls,1117,-41
04624,Maine,Corea,1077,-43
04625,Maine,Cranberry Isles,1025,-46
04626,Maine,Cutler,1053,-45
04627,Maine,Deer Isle,1054,-44
04628,Maine,Dennysville,1039,-45
04629,Maine,East Blue Hill,1011,-47
04630,Maine,East Machias,1036,-45
04631,Maine,Eastport,1056,-44
04634,Maine,Franklin,1048,-45
04635,Maine,Frenchboro,1067,-44
04637,Maine,Grand Lake Stream,1127,-41
04640,Maine,Hancock,1039,-45
04642,Maine,Harborside,1023,-46
04643,Maine,Harrington,1046,-45
04644,Maine,Hulls Cove,1013,-47
04645,Maine,Isle Au Haut,1036,-45
04646,Maine,Islesford,1032,-46
04648,Maine,Jonesboro,1060,-44
04649,Maine,Jonesport,1139,-40
04650,Maine,Little Deer Isle,1041,-45
04652,Maine,Lubec,1044,-45
04653,Maine,Bass Harbor,1044,-45
04654,Maine,Machias,1035,-45
04655,Maine,Machiasport,1054,-44
04657,Maine,Meddybemps,1010,-47
04658,Maine,Milbridge,1133,-40
04660,Maine,Mount Desert,1031,-46
04662,Maine,Northeast Harbor,1024,-46
04664,Maine,Sullivan,1075,-43
04666,Maine,Pembroke,1052,-45
04667,Maine,Perry,1020,-46
04668,Maine,Princeton,1206,-36
04669,Maine,Prospect Harbor,1063,-44
04671,Maine,Robbinston,1001,-47
04672,Maine,Salsbury Cove,1023,-46
04673,Maine,Sargentville,1025,-46
04674,Maine,Seal Cove,1050,-45
